id,text_snippet,predicted_label_id,prediction_name
840,6697251...,12,Otolaryngology
841,901919...,1,Gastroenterology
842,7657941...,12,Otolaryngology
843,2884895...,1,Gastroenterology
844,4146019...,7,Endocrinology
845,13077767...,1,Gastroenterology
846,8817541...,14,Gynecology
847,7234716...,1,Gastroenterology
848,1100178...,12,Otolaryngology
849,7853680...,12,Otolaryngology
850,11161103...,17,Immunology
851,1653754...,1,Gastroenterology
852,6105395...,12,Otolaryngology
853,9319380...,12,Otolaryngology
854,4823680...,12,Otolaryngology
855,1222825...,1,Gastroenterology
856,9568376...,12,Otolaryngology
857,3896374...,1,Gastroenterology
858,1676042...,1,Gastroenterology
859,12161936...,7,Endocrinology
860,12172912...,1,Gastroenterology
861,1845116...,1,Gastroenterology
862,2132859...,1,Gastroenterology
863,11579147...,1,Gastroenterology
864,10397379...,7,Endocrinology
865,15223164...,1,Gastroenterology
866,12726077...,1,Gastroenterology
867,5449959...,1,Gastroenterology
868,13762543...,12,Otolaryngology
869,1941574...,1,Gastroenterology
870,1845691...,14,Gynecology
871,14898118...,1,Gastroenterology
872,3807548...,5,Orthopedics
873,3807116...,1,Gastroenterology
874,14306637...,7,Endocrinology
875,1316993...,1,Gastroenterology
876,5647782...,1,Gastroenterology
877,5887917...,12,Otolaryngology
878,15686354...,5,Orthopedics
879,11626350...,1,Gastroenterology
880,7502561...,12,Otolaryngology
881,9586608...,12,Otolaryngology
882,12094514...,7,Endocrinology
883,4490580...,12,Otolaryngology
884,4757129...,12,Otolaryngology
885,10513348...,12,Otolaryngology
886,1106117...,1,Gastroenterology
887,8592488...,12,Otolaryngology
888,2215948...,5,Orthopedics
889,12100964...,1,Gastroenterology
890,5540138...,12,Otolaryngology
891,615323...,1,Gastroenterology
892,14017370...,7,Endocrinology
893,11055247...,7,Endocrinology
894,13761079...,7,Endocrinology
895,7870092...,12,Otolaryngology
896,782506...,1,Gastroenterology
897,1001051...,1,Gastroenterology
898,13346554...,5,Orthopedics
899,11663152...,1,Gastroenterology
900,6124036...,1,Gastroenterology
901,9801304...,0,Respiration
902,3474811...,1,Gastroenterology
903,6067347...,12,Otolaryngology
904,6282123...,1,Gastroenterology
905,7065287...,12,Otolaryngology
906,8812003...,7,Endocrinology
907,11962544...,1,Gastroenterology
908,6681485...,12,Otolaryngology
909,313477...,1,Gastroenterology
910,1627938...,1,Gastroenterology
911,12926164...,5,Orthopedics
912,4529279...,12,Otolaryngology
913,7741408...,12,Otolaryngology
914,2531766...,12,Otolaryngology
915,9041549...,12,Otolaryngology
916,11597459...,12,Otolaryngology
917,12753392...,1,Gastroenterology
918,5093765...,12,Otolaryngology
919,11059168...,7,Endocrinology
920,3230284...,1,Gastroenterology
921,10556888...,12,Otolaryngology
922,2312072...,1,Gastroenterology
923,5723971...,12,Otolaryngology
924,1734949...,1,Gastroenterology
925,15573744...,1,Gastroenterology
926,5922974...,1,Gastroenterology
927,8407003...,12,Otolaryngology
928,5328617...,12,Otolaryngology
929,1198727...,1,Gastroenterology
930,14701182...,1,Gastroenterology
931,7154680...,12,Otolaryngology
932,3194441...,1,Gastroenterology
933,8854612...,7,Endocrinology
934,3037445...,5,Orthopedics
935,3051853...,4,Dermatology
936,15918355...,5,Orthopedics
937,13829186...,1,Gastroenterology
938,6643613...,5,Orthopedics
939,930655...,12,Otolaryngology
940,2451072...,7,Endocrinology
941,15206936...,1,Gastroenterology
942,7199977...,1,Gastroenterology
943,9912255...,5,Orthopedics
944,4109384...,5,Orthopedics
945,15416424...,5,Orthopedics
946,7576974...,5,Orthopedics
947,2397006...,1,Gastroenterology
948,2944681...,1,Gastroenterology
949,10591519...,12,Otolaryngology
950,15398797...,1,Gastroenterology
951,6279272...,1,Gastroenterology
952,4523376...,12,Otolaryngology
953,7522523...,7,Endocrinology
954,5856584...,14,Gynecology
955,12570730...,12,Otolaryngology
956,11008157...,12,Otolaryngology
957,8044893...,16,Rheumatology
958,3381675...,1,Gastroenterology
959,6070445...,12,Otolaryngology
960,14199104...,1,Gastroenterology
961,5964020...,12,Otolaryngology
962,14876776...,1,Gastroenterology
963,8466763...,5,Orthopedics
964,5857083...,12,Otolaryngology
965,12403706...,7,Endocrinology
966,6963895...,5,Orthopedics
967,1553957...,1,Gastroenterology
968,3077721...,1,Gastroenterology
969,12663738...,1,Gastroenterology
970,14410296...,1,Gastroenterology
971,6505921...,1,Gastroenterology
972,11700078...,7,Endocrinology
973,12161549...,1,Gastroenterology
974,6290738...,1,Gastroenterology
975,61647...,1,Gastroenterology
976,3873359...,12,Otolaryngology
977,14722947...,1,Gastroenterology
978,1235380...,1,Gastroenterology
979,1952249...,1,Gastroenterology
980,8953824...,1,Gastroenterology
981,79287...,1,Gastroenterology
982,7458759...,12,Otolaryngology
983,5965419...,12,Otolaryngology
984,7272720...,7,Endocrinology
985,5748165...,12,Otolaryngology
986,7581977...,12,Otolaryngology
987,2776642...,1,Gastroenterology
988,486317...,1,Gastroenterology
989,621430...,1,Gastroenterology
990,9320733...,1,Gastroenterology
991,13617945...,12,Otolaryngology
992,7607208...,12,Otolaryngology
993,865525...,12,Otolaryngology
994,13891250...,12,Otolaryngology
995,10422180...,1,Gastroenterology
996,5350733...,1,Gastroenterology
997,12457666...,1,Gastroenterology
998,395410...,1,Gastroenterology
999,2947647...,1,Gastroenterology
1000,17865...,12,Otolaryngology
1001,2659759...,16,Rheumatology
1002,10837947...,5,Orthopedics
1003,1761874...,1,Gastroenterology
1004,11639846...,1,Gastroenterology
1005,13158439...,7,Endocrinology
1006,7187976...,1,Gastroenterology
1007,12353341...,1,Gastroenterology
1008,6424656...,1,Gastroenterology
1009,851388...,12,Otolaryngology
1010,3351691...,16,Rheumatology
1011,7027088...,12,Otolaryngology
1012,4703521...,1,Gastroenterology
1013,9203929...,1,Gastroenterology
1014,6545227...,12,Otolaryngology
1015,4721523...,1,Gastroenterology
1016,7090011...,1,Gastroenterology
1017,3680748...,1,Gastroenterology
1018,11275323...,7,Endocrinology
1019,4198003...,12,Otolaryngology
1020,4588681...,12,Otolaryngology
1021,4179346...,12,Otolaryngology
1022,10694517...,12,Otolaryngology
1023,9082264...,12,Otolaryngology
1024,7837596...,12,Otolaryngology
1025,10230240...,1,Gastroenterology
1026,8964334...,12,Otolaryngology
1027,1798125...,7,Endocrinology
1028,1660592...,7,Endocrinology
1029,650277...,12,Otolaryngology
1030,563207...,12,Otolaryngology
1031,11224895...,12,Otolaryngology
1032,1777860...,1,Gastroenterology
1033,2080186...,1,Gastroenterology
1034,15053738...,1,Gastroenterology
1035,10094405...,7,Endocrinology
1036,7482995...,12,Otolaryngology
1037,14818912...,1,Gastroenterology
1038,11632592...,1,Gastroenterology
1039,11589185...,5,Orthopedics
1040,7200632...,1,Gastroenterology
1041,11080363...,12,Otolaryngology
1042,8278507...,5,Orthopedics
1043,1008418...,7,Endocrinology
1044,14920243...,1,Gastroenterology
1045,8844215...,7,Endocrinology
1046,5433767...,1,Gastroenterology
1047,4375101...,12,Otolaryngology
1048,343972...,1,Gastroenterology
1049,6576736...,5,Orthopedics
1050,5504458...,12,Otolaryngology
1051,4872665...,12,Otolaryngology
1052,3529517...,1,Gastroenterology
1053,2489922...,1,Gastroenterology
1054,2876480...,4,Dermatology
1055,3730244...,1,Gastroenterology
1056,14950202...,7,Endocrinology
1057,10253481...,1,Gastroenterology
1058,973231...,1,Gastroenterology
1059,2207359...,12,Otolaryngology
1060,9286046...,1,Gastroenterology
1061,2751906...,17,Immunology
1062,3394992...,1,Gastroenterology
1063,2162528...,12,Otolaryngology
1064,3780487...,1,Gastroenterology
1065,6681586...,12,Otolaryngology
1066,4702616...,1,Gastroenterology
1067,12075467...,7,Endocrinology
1068,3248330...,12,Otolaryngology
1069,4567337...,1,Gastroenterology
1070,5238800...,12,Otolaryngology
1071,11664564...,1,Gastroenterology
1072,13800852...,7,Endocrinology
1073,4486068...,12,Otolaryngology
1074,4808704...,5,Orthopedics
1075,1961950...,5,Orthopedics
1076,9166943...,1,Gastroenterology
1077,2149957...,1,Gastroenterology
1078,4872484...,5,Orthopedics
1079,10805951...,1,Gastroenterology
1080,9461329...,1,Gastroenterology
1081,2412017...,1,Gastroenterology
1082,8546945...,12,Otolaryngology
1083,3093097...,12,Otolaryngology
1084,7906881...,12,Otolaryngology
1085,14212948...,1,Gastroenterology
1086,11397700...,1,Gastroenterology
1087,8516507...,12,Otolaryngology
1088,5048102...,1,Gastroenterology
1089,15731522...,7,Endocrinology
1090,13588641...,1,Gastroenterology
1091,2103247...,1,Gastroenterology
1092,8438042...,12,Otolaryngology
1093,11922301...,14,Gynecology
1094,5898818...,12,Otolaryngology
1095,13608346...,16,Rheumatology
1096,8799826...,1,Gastroenterology
1097,11037690...,12,Otolaryngology
1098,4662547...,1,Gastroenterology
1099,7600025...,4,Dermatology
1100,14978470...,1,Gastroenterology
1101,45718...,1,Gastroenterology
1102,5184888...,12,Otolaryngology
1103,233121...,14,Gynecology
1104,11452429...,7,Endocrinology
1105,15813322...,7,Endocrinology
1106,14632113...,1,Gastroenterology
1107,6502464...,1,Gastroenterology
1108,8589571...,12,Otolaryngology
1109,9794416...,1,Gastroenterology
1110,2250723...,7,Endocrinology
1111,10430131...,1,Gastroenterology
1112,1296167...,5,Orthopedics
1113,15444142...,1,Gastroenterology
1114,4267335...,16,Rheumatology
1115,12006864...,12,Otolaryngology
1116,8180271...,12,Otolaryngology
1117,3089081...,12,Otolaryngology
1118,165717...,1,Gastroenterology
1119,3494395...,16,Rheumatology
1120,9566195...,12,Otolaryngology
1121,12945079...,12,Otolaryngology
1122,5198103...,1,Gastroenterology
1123,1139126...,1,Gastroenterology
1124,2156034...,12,Otolaryngology
1125,12816856...,1,Gastroenterology
1126,4447301...,1,Gastroenterology
1127,9007719...,12,Otolaryngology
1128,4285480...,1,Gastroenterology
1129,10584658...,12,Otolaryngology
1130,4499169...,12,Otolaryngology
1131,13967644...,5,Orthopedics
1132,2181042...,12,Otolaryngology
1133,1889192...,7,Endocrinology
1134,6701012...,12,Otolaryngology
1135,489554...,1,Gastroenterology
1136,2996103...,1,Gastroenterology
1137,13833622...,1,Gastroenterology
1138,2605003...,12,Otolaryngology
1139,1403399...,12,Otolaryngology
1140,2691110...,1,Gastroenterology
1141,2503527...,12,Otolaryngology
1142,5388592...,1,Gastroenterology
1143,2508209...,12,Otolaryngology
1144,1977625...,5,Orthopedics
1145,15756857...,1,Gastroenterology
1146,11774537...,7,Endocrinology
1147,7166318...,12,Otolaryngology
1148,13556114...,7,Endocrinology
1149,10651120...,7,Endocrinology
1150,14880599...,12,Otolaryngology
1151,10618801...,1,Gastroenterology
1152,3997215...,12,Otolaryngology
1153,5639400...,1,Gastroenterology
1154,15715400...,1,Gastroenterology
1155,9505660...,12,Otolaryngology
1156,14155372...,7,Endocrinology
1157,3525260...,1,Gastroenterology
1158,14303031...,14,Gynecology
1159,4628997...,1,Gastroenterology
1160,15562293...,1,Gastroenterology
1161,3085737...,1,Gastroenterology
1162,3030732...,1,Gastroenterology
1163,6794366...,5,Orthopedics
1164,5254585...,5,Orthopedics
1165,4760875...,1,Gastroenterology
1166,4702522...,1,Gastroenterology
1167,13845801...,12,Otolaryngology
1168,16034242...,1,Gastroenterology
1169,14702272...,1,Gastroenterology
1170,3864684...,1,Gastroenterology
1171,5702962...,14,Gynecology
1172,167045...,1,Gastroenterology
1173,15049640...,1,Gastroenterology
1174,5083885...,5,Orthopedics
1175,14511377...,7,Endocrinology
1176,741483...,1,Gastroenterology
1177,4328406...,1,Gastroenterology
1178,4420326...,1,Gastroenterology
1179,2333118...,1,Gastroenterology
1180,962313...,1,Gastroenterology
1181,15111221...,1,Gastroenterology
1182,1592775...,1,Gastroenterology
1183,11570094...,5,Orthopedics
1184,13437209...,7,Endocrinology
1185,641798...,12,Otolaryngology
1186,7889957...,12,Otolaryngology
1187,3151032...,1,Gastroenterology
1188,3619574...,1,Gastroenterology
1189,2681088...,12,Otolaryngology
1190,139422...,1,Gastroenterology
1191,985692...,7,Endocrinology
1192,5251776...,1,Gastroenterology
1193,2384124...,1,Gastroenterology
1194,10527840...,12,Otolaryngology
1195,8281282...,12,Otolaryngology
1196,15024721...,1,Gastroenterology
1197,191345...,1,Gastroenterology
1198,15876345...,5,Orthopedics
1199,13743259...,7,Endocrinology
1200,927391...,14,Gynecology
1201,10863007...,5,Orthopedics
1202,2699229...,5,Orthopedics
1203,7917391...,12,Otolaryngology
1204,7835634...,16,Rheumatology
1205,1348953...,5,Orthopedics
1206,2024633...,1,Gastroenterology
1207,11946866...,1,Gastroenterology
1208,12043024...,1,Gastroenterology
1209,830499...,12,Otolaryngology
1210,10165688...,4,Dermatology
1211,13321302...,14,Gynecology
1212,14093397...,7,Endocrinology
1213,6205519...,12,Otolaryngology
1214,290915...,12,Otolaryngology
1215,9012333...,7,Endocrinology
1216,320235...,1,Gastroenterology
1217,12107162...,7,Endocrinology
1218,15409683...,16,Rheumatology
1219,3036133...,1,Gastroenterology
1220,1995511...,1,Gastroenterology
1221,1966269...,12,Otolaryngology
1222,2999264...,5,Orthopedics
1223,1439439...,12,Otolaryngology
1224,14716116...,1,Gastroenterology
1225,5044183...,1,Gastroenterology
1226,13119201...,14,Gynecology
1227,3870128...,12,Otolaryngology
1228,2101143...,1,Gastroenterology
1229,8939169...,12,Otolaryngology
1230,1425102...,1,Gastroenterology
1231,4444884...,5,Orthopedics
1232,2389759...,12,Otolaryngology
1233,2502567...,5,Orthopedics
1234,10651564...,5,Orthopedics
1235,5952466...,12,Otolaryngology
1236,3513386...,1,Gastroenterology
1237,9130386...,1,Gastroenterology
1238,5118323...,1,Gastroenterology
1239,3821963...,1,Gastroenterology
1240,1116372...,7,Endocrinology
1241,561373...,1,Gastroenterology
1242,7585093...,5,Orthopedics
1243,3650562...,1,Gastroenterology
1244,11128757...,7,Endocrinology
1245,8657229...,7,Endocrinology
1246,9349049...,1,Gastroenterology
1247,1131853...,6,Oncology
1248,5535843...,12,Otolaryngology
1249,2475031...,1,Gastroenterology
1250,3945965...,12,Otolaryngology
1251,13641174...,1,Gastroenterology
1252,15519788...,1,Gastroenterology
1253,14831997...,1,Gastroenterology
1254,2512676...,1,Gastroenterology
1255,14952306...,1,Gastroenterology
1256,4407349...,12,Otolaryngology
1257,4902530...,12,Otolaryngology
1258,13136180...,7,Endocrinology
1259,10109245...,5,Orthopedics
1260,14329635...,1,Gastroenterology
1261,6061410...,12,Otolaryngology
1262,10960721...,1,Gastroenterology
1263,15422097...,5,Orthopedics
1264,12328609...,12,Otolaryngology
1265,4505773...,1,Gastroenterology
1266,10372164...,12,Otolaryngology
1267,10388354...,5,Orthopedics
1268,4651900...,1,Gastroenterology
1269,2572351...,5,Orthopedics
1270,14743472...,1,Gastroenterology
1271,104404...,1,Gastroenterology
1272,6383107...,12,Otolaryngology
1273,11089452...,7,Endocrinology
1274,14003600...,7,Endocrinology
1275,3609698...,12,Otolaryngology
1276,9916213...,1,Gastroenterology
1277,1542237...,12,Otolaryngology
1278,8025263...,1,Gastroenterology
1279,968871...,1,Gastroenterology
1280,5026277...,1,Gastroenterology
1281,12482442...,1,Gastroenterology
1282,4296985...,12,Otolaryngology
1283,11922313...,14,Gynecology
1284,14378346...,12,Otolaryngology
1285,13231239...,7,Endocrinology
1286,11101141...,7,Endocrinology
1287,3002149...,1,Gastroenterology
1288,8262636...,16,Rheumatology
1289,11239087...,1,Gastroenterology
1290,6583879...,12,Otolaryngology
1291,2993364...,1,Gastroenterology
1292,674833...,1,Gastroenterology
1293,11379354...,5,Orthopedics
1294,1169013...,1,Gastroenterology
1295,13348808...,12,Otolaryngology
1296,11418727...,1,Gastroenterology
1297,15265906...,1,Gastroenterology
1298,2412198...,12,Otolaryngology
1299,10156623...,5,Orthopedics
1300,14957869...,12,Otolaryngology
1301,2633508...,12,Otolaryngology
1302,1242121...,1,Gastroenterology
1303,9773931...,1,Gastroenterology
1304,2286778...,12,Otolaryngology
1305,15472170...,12,Otolaryngology
1306,2382010...,7,Endocrinology
1307,12470128...,1,Gastroenterology
1308,5517768...,12,Otolaryngology
1309,13316322...,7,Endocrinology
1310,2509719...,1,Gastroenterology
1311,7781071...,12,Otolaryngology
1312,16067781...,1,Gastroenterology
1313,7852463...,5,Orthopedics
1314,3057324...,1,Gastroenterology
1315,11377703...,1,Gastroenterology
1316,5435913...,12,Otolaryngology
1317,16106039...,12,Otolaryngology
1318,11739789...,7,Endocrinology
1319,6655288...,12,Otolaryngology
1320,10339749...,5,Orthopedics
1321,606706...,12,Otolaryngology
1322,4490065...,12,Otolaryngology
1323,10735996...,1,Gastroenterology
1324,1642986...,2,Cardiology
1325,5964480...,1,Gastroenterology
1326,13226998...,12,Otolaryngology
1327,2778069...,12,Otolaryngology
1328,1515998...,12,Otolaryngology
1329,14944292...,1,Gastroenterology
1330,2618344...,12,Otolaryngology
1331,832173...,1,Gastroenterology
1332,14817259...,12,Otolaryngology
1333,10994198...,12,Otolaryngology
1334,8017367...,12,Otolaryngology
1335,4256149...,1,Gastroenterology
1336,12426233...,7,Endocrinology
1337,9864775...,1,Gastroenterology
1338,11327352...,1,Gastroenterology
1339,3725310...,1,Gastroenterology
1340,6895585...,12,Otolaryngology
1341,8103257...,12,Otolaryngology
1342,15345215...,7,Endocrinology
1343,5968159...,12,Otolaryngology
1344,4309818...,12,Otolaryngology
1345,4833534...,0,Respiration
1346,12827417...,1,Gastroenterology
1347,12975487...,1,Gastroenterology
1348,1062863...,1,Gastroenterology
1349,7586426...,12,Otolaryngology
1350,13349974...,5,Orthopedics
1351,8467508...,16,Rheumatology
1352,4141193...,1,Gastroenterology
1353,2204065...,12,Otolaryngology
1354,11679618...,1,Gastroenterology
1355,6296351...,12,Otolaryngology
1356,15238760...,1,Gastroenterology
1357,2520927...,1,Gastroenterology
1358,13860464...,5,Orthopedics
1359,5004069...,12,Otolaryngology
1360,5311474...,1,Gastroenterology
1361,11659512...,1,Gastroenterology
1362,10432046...,5,Orthopedics
1363,10054191...,7,Endocrinology
1364,10768148...,12,Otolaryngology
1365,5598854...,5,Orthopedics
1366,4329620...,1,Gastroenterology
1367,11829170...,1,Gastroenterology
1368,9841814...,1,Gastroenterology
1369,5562894...,5,Orthopedics
1370,4094091...,12,Otolaryngology
1371,11484671...,1,Gastroenterology
1372,13239134...,1,Gastroenterology
1373,5919203...,1,Gastroenterology
1374,7330205...,14,Gynecology
1375,7553443...,1,Gastroenterology
1376,4641694...,5,Orthopedics
1377,8876009...,12,Otolaryngology
1378,1735644...,1,Gastroenterology
1379,4265706...,1,Gastroenterology
1380,5290071...,12,Otolaryngology
1381,7159937...,1,Gastroenterology
1382,2093216...,1,Gastroenterology
1383,14785558...,1,Gastroenterology
1384,216790...,1,Gastroenterology
1385,12317813...,1,Gastroenterology
1386,10888563...,5,Orthopedics
1387,15274427...,1,Gastroenterology
1388,12942368...,12,Otolaryngology
1389,8918148...,12,Otolaryngology
1390,3888317...,1,Gastroenterology
1391,689412...,1,Gastroenterology
1392,1286007...,1,Gastroenterology
1393,7144671...,1,Gastroenterology
1394,13371898...,7,Endocrinology
1395,15415172...,7,Endocrinology
1396,8603098...,7,Endocrinology
1397,4123567...,1,Gastroenterology
1398,13084461...,16,Rheumatology
1399,3631957...,12,Otolaryngology
1400,5709785...,12,Otolaryngology
1401,8910383...,12,Otolaryngology
1402,7787377...,12,Otolaryngology
1403,15675165...,5,Orthopedics
1404,2191949...,1,Gastroenterology
1405,6845598...,12,Otolaryngology
1406,15253489...,5,Orthopedics
1407,7983247...,12,Otolaryngology
1408,11548392...,7,Endocrinology
1409,4607654...,1,Gastroenterology
1410,5019931...,1,Gastroenterology
1411,11680061...,1,Gastroenterology
1412,15671918...,1,Gastroenterology
1413,4724071...,1,Gastroenterology
1414,6227301...,12,Otolaryngology
1415,14897203...,1,Gastroenterology
1416,8409576...,12,Otolaryngology
1417,5840080...,12,Otolaryngology
1418,11061961...,7,Endocrinology
1419,9333791...,12,Otolaryngology
1420,672616...,1,Gastroenterology
1421,8577371...,12,Otolaryngology
1422,8990557...,12,Otolaryngology
1423,15266227...,1,Gastroenterology
1424,1190397...,1,Gastroenterology
1425,8312294...,1,Gastroenterology
1426,5325878...,12,Otolaryngology
1427,6265702...,1,Gastroenterology
1428,296573...,1,Gastroenterology
1429,757770...,1,Gastroenterology
1430,6175173...,7,Endocrinology
1431,12704917...,1,Gastroenterology
1432,1226804...,1,Gastroenterology
1433,3097634...,12,Otolaryngology
1434,5053945...,12,Otolaryngology
1435,14545505...,12,Otolaryngology
1436,10874321...,1,Gastroenterology
1437,1566203...,1,Gastroenterology
1438,449667...,1,Gastroenterology
1439,9858390...,12,Otolaryngology
1440,3289273...,7,Endocrinology
1441,457917...,12,Otolaryngology
1442,7236218...,12,Otolaryngology
1443,5204441...,1,Gastroenterology
1444,9241868...,12,Otolaryngology
1445,13069366...,16,Rheumatology
1446,10386770...,5,Orthopedics
1447,3535941...,12,Otolaryngology
1448,1137241...,12,Otolaryngology
1449,2947500...,4,Dermatology
1450,4785149...,12,Otolaryngology
1451,14389283...,12,Otolaryngology
1452,1835079...,7,Endocrinology
1453,13821996...,7,Endocrinology
1454,4301031...,12,Otolaryngology
1455,5567620...,7,Endocrinology
1456,6992309...,7,Endocrinology
1457,1478744...,1,Gastroenterology
1458,6280504...,12,Otolaryngology
1459,12833387...,1,Gastroenterology
1460,10389084...,5,Orthopedics
1461,12851457...,1,Gastroenterology
1462,3681067...,5,Orthopedics
1463,11434055...,12,Otolaryngology
1464,8519377...,12,Otolaryngology
1465,14680270...,12,Otolaryngology
1466,5915198...,12,Otolaryngology
1467,9426643...,12,Otolaryngology
1468,5044058...,12,Otolaryngology
1469,13372811...,7,Endocrinology
1470,7990627...,12,Otolaryngology
1471,3677771...,1,Gastroenterology
1472,534799...,12,Otolaryngology
1473,8076341...,12,Otolaryngology
1474,15483518...,1,Gastroenterology
1475,332003...,14,Gynecology
1476,8801489...,12,Otolaryngology
1477,12234596...,1,Gastroenterology
1478,2650026...,1,Gastroenterology
1479,2747259...,7,Endocrinology
1480,9842553...,7,Endocrinology
1481,12160907...,1,Gastroenterology
1482,15523419...,1,Gastroenterology
1483,14339772...,14,Gynecology
1484,9564188...,12,Otolaryngology
1485,10738860...,1,Gastroenterology
1486,1462950...,1,Gastroenterology
1487,4469487...,5,Orthopedics
1488,7471427...,12,Otolaryngology
1489,6653904...,5,Orthopedics
1490,7652028...,12,Otolaryngology
1491,8058789...,12,Otolaryngology
1492,1997373...,14,Gynecology
1493,14807426...,1,Gastroenterology
1494,14314525...,7,Endocrinology
1495,14403265...,12,Otolaryngology
1496,1333825...,12,Otolaryngology
1497,14502313...,1,Gastroenterology
1498,10373842...,12,Otolaryngology
1499,5459822...,1,Gastroenterology
1500,152737...,1,Gastroenterology
1501,15802226...,1,Gastroenterology
1502,11041540...,12,Otolaryngology
1503,5724988...,12,Otolaryngology
1504,14413408...,12,Otolaryngology
1505,4988053...,5,Orthopedics
1506,1036390...,14,Gynecology
1507,7376917...,12,Otolaryngology
1508,3438633...,5,Orthopedics
1509,8737628...,12,Otolaryngology
1510,13625599...,7,Endocrinology
1511,13158291...,14,Gynecology
1512,11779049...,1,Gastroenterology
1513,8408817...,12,Otolaryngology
1514,9301028...,12,Otolaryngology
1515,3115256...,12,Otolaryngology
1516,15938924...,1,Gastroenterology
1517,1561726...,1,Gastroenterology
1518,2271894...,1,Gastroenterology
1519,3550861...,1,Gastroenterology
1520,13997234...,12,Otolaryngology
1521,6946923...,1,Gastroenterology
1522,4370293...,1,Gastroenterology
1523,11037650...,7,Endocrinology
1524,2371854...,1,Gastroenterology
1525,1860335...,12,Otolaryngology
1526,6097235...,12,Otolaryngology
1527,15282605...,5,Orthopedics
1528,6952926...,1,Gastroenterology
1529,1347301...,14,Gynecology
1530,5622935...,16,Rheumatology
1531,1415431...,7,Endocrinology
1532,2105014...,7,Endocrinology
1533,2054092...,7,Endocrinology
1534,9668972...,1,Gastroenterology
1535,13124886...,1,Gastroenterology
1536,3516928...,12,Otolaryngology
1537,1552320...,1,Gastroenterology
1538,11646998...,12,Otolaryngology
1539,6834942...,12,Otolaryngology
1540,13509565...,16,Rheumatology
1541,2603717...,12,Otolaryngology
1542,6333052...,12,Otolaryngology
1543,7946656...,12,Otolaryngology
1544,4510638...,1,Gastroenterology
1545,4089774...,5,Orthopedics
1546,11433412...,1,Gastroenterology
1547,3754395...,12,Otolaryngology
1548,12960741...,1,Gastroenterology
1549,5559654...,1,Gastroenterology
1550,1931337...,1,Gastroenterology
1551,13517201...,7,Endocrinology
1552,5502078...,12,Otolaryngology
1553,12683969...,7,Endocrinology
1554,6488202...,12,Otolaryngology
1555,5140289...,12,Otolaryngology
1556,3047809...,12,Otolaryngology
1557,4029099...,12,Otolaryngology
1558,12917886...,1,Gastroenterology
1559,1956366...,12,Otolaryngology
1560,1872102...,5,Orthopedics
1561,4340853...,1,Gastroenterology
1562,4114355...,12,Otolaryngology
1563,14482905...,12,Otolaryngology
1564,5398068...,12,Otolaryngology
1565,4029246...,12,Otolaryngology
1566,11489899...,5,Orthopedics
1567,2109285...,5,Orthopedics
1568,5271032...,1,Gastroenterology
1569,3551692...,1,Gastroenterology
1570,13827590...,1,Gastroenterology
1571,3478758...,12,Otolaryngology
1572,13665298...,12,Otolaryngology
1573,2098312...,1,Gastroenterology
1574,11129306...,1,Gastroenterology
1575,15610966...,1,Gastroenterology
1576,9877109...,7,Endocrinology
1577,7910920...,12,Otolaryngology
1578,7309467...,1,Gastroenterology
1579,8538161...,12,Otolaryngology
1580,13773799...,7,Endocrinology
1581,6806306...,4,Dermatology
1582,12269403...,1,Gastroenterology
1583,1591902...,1,Gastroenterology
1584,12429001...,14,Gynecology
1585,10484154...,12,Otolaryngology
1586,2887829...,1,Gastroenterology
1587,5497948...,1,Gastroenterology
1588,12762562...,7,Endocrinology
1589,12433411...,1,Gastroenterology
1590,13279646...,5,Orthopedics
1591,10050185...,7,Endocrinology
1592,2653489...,16,Rheumatology
1593,200955...,1,Gastroenterology
1594,5385322...,7,Endocrinology
1595,14502153...,1,Gastroenterology
1596,10064940...,1,Gastroenterology
1597,4506444...,1,Gastroenterology
1598,4083126...,12,Otolaryngology
1599,984518...,1,Gastroenterology
1600,4779609...,12,Otolaryngology
1601,11662068...,7,Endocrinology
1602,7496644...,1,Gastroenterology
1603,772912...,14,Gynecology
1604,3735694...,5,Orthopedics
1605,7129763...,1,Gastroenterology
1606,6510917...,12,Otolaryngology
1607,1870259...,12,Otolaryngology
1608,8106025...,12,Otolaryngology
1609,3650403...,1,Gastroenterology
1610,10093774...,7,Endocrinology
1611,8245270...,12,Otolaryngology
1612,4290576...,12,Otolaryngology
1613,5737778...,12,Otolaryngology
1614,14312108...,7,Endocrinology
1615,12123627...,1,Gastroenterology
1616,6140804...,1,Gastroenterology
1617,3510443...,1,Gastroenterology
1618,15089250...,12,Otolaryngology
1619,2076773...,1,Gastroenterology
1620,12039250...,7,Endocrinology
1621,4032653...,5,Orthopedics
1622,1899566...,7,Endocrinology
1623,4499641...,1,Gastroenterology
1624,1055549...,1,Gastroenterology
1625,5349988...,12,Otolaryngology
1626,4724483...,1,Gastroenterology
1627,15324180...,14,Gynecology
1628,13700321...,7,Endocrinology
1629,2455497...,7,Endocrinology
1630,2359468...,12,Otolaryngology
1631,2858362...,1,Gastroenterology
1632,5814959...,12,Otolaryngology
1633,15599812...,1,Gastroenterology
1634,1902089...,7,Endocrinology
1635,9606574...,5,Orthopedics
1636,1847777...,1,Gastroenterology
1637,1607667...,1,Gastroenterology
1638,6839804...,1,Gastroenterology
1639,2049932...,1,Gastroenterology
1640,6811630...,16,Rheumatology
1641,6609550...,12,Otolaryngology
